uei,district,state,start_date,end_date,duration_days,raw_start_date,raw_end_date,raw_duration_days,classification,evidence,recommended_action,confidence,notes
UEI-IMD-FL-1989-0055,"Paschim Purba Bardhaman, Purba Purba Bardhaman",West Bengal,1989-07-28,1989-08-03,7.0,28-07-1989 00:00,03-08-1989 00:00,7,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1989-07-28, end=1989-08-03; raw DD-first parse: start=1989-07-28, end=1989-08-03."
UEI-IMD-FL-1989-0057,Purba Medinipur,West Bengal,1989-07-31,1989-08-07,8.0,31-07-1989 00:00,07-08-1989 00:00,8,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1989-07-31, end=1989-08-07; raw DD-first parse: start=1989-07-31, end=1989-08-07."
UEI-IMD-FL-1990-0006,"Barpeta, Cachar, Dhubri, Dibrugarh, Jorhat, Kamrup, Karimganj, Lakhimpur, Nalbari, Sivasagar, Sonitpur",Assam,1990-06-08,1990-07-31,54.0,08-06-1990 00:00,31-07-1990 00:00,54,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1990-06-08, end=1990-07-31; raw DD-first parse: start=1990-06-08, end=1990-07-31."
UEI-IMD-FL-1990-0056,"East Garo Hills, West Garo Hills",Meghalaya,1990-10-11,1990-10-19,9.0,11-10-1990 00:00,19-10-1990 00:00,9,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1990-10-11, end=1990-10-19; raw DD-first parse: start=1990-10-11, end=1990-10-19."
UEI-IMD-FL-1990-0068,Ganjam,Odisha,1990-11-12,1990-11-13,2.0,12-11-1990 00:00,13-11-1990 00:00,2,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1990-11-12, end=1990-11-13; raw DD-first parse: start=1990-11-12, end=1990-11-13."
UEI-IMD-FL-1990-0084,Hooghly,West Bengal,1990-07-08,1990-07-14,7.0,08-07-1990 00:00,14-07-1990 00:00,7,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1990-07-08, end=1990-07-14; raw DD-first parse: start=1990-07-08, end=1990-07-14."
UEI-IMD-FL-1991-0013,"Barpeta, Cachar, Darrang, Dhubri, Dibrugarh, Goalpara, Golaghat, Hailakandi, Jorhat, Kamrup, Karimganj, Lakhimpur, Nagaon, Nalbari, Sivasagar, Tinsukia",Assam,1991-05-08,1991-05-22,15.0,08-05-1991 00:00,22-05-1991 00:00,15,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1991-05-08, end=1991-05-22; raw DD-first parse: start=1991-05-08, end=1991-05-22."
UEI-IMD-FL-1991-0014,"Barpeta, Bongaigaon, Cachar, Darrang, Dhemaji, Dhubri, Dibrugarh, Goalpara, Golaghat, Hailakandi, Jorhat, Kamrup, Karimganj, Kokrajhar, Lakhimpur, Mancachar, Nagaon, Nalbari, Sivasagar, Sonitpur, Tinsukia",Assam,1991-06-12,1991-06-30,19.0,12-06-1991 00:00,30-06-1991 00:00,19,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1991-06-12, end=1991-06-30; raw DD-first parse: start=1991-06-12, end=1991-06-30."
UEI-IMD-FL-1991-0026,"Doda, Udhampur",Jammu and Kashmir,1991-04-11,1991-04-21,11.0,11-04-1991 00:00,21-04-1991 00:00,11,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1991-04-11, end=1991-04-21; raw DD-first parse: start=1991-04-11, end=1991-04-21."
UEI-IMD-FL-1991-0061,Nanded,Maharashtra,1991-06-30,1991-07-01,2.0,30-06-1991 00:00,01-07-1991 00:00,2,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1991-06-30, end=1991-07-01; raw DD-first parse: start=1991-06-30, end=1991-07-01."
UEI-IMD-FL-1991-0069,"Amravati, Chandrapur, Gadchiroli, Nagpur, Yavatmal",Maharashtra,1991-08-12,1991-08-16,5.0,12-08-1991 00:00,16-08-1991 00:00,5,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1991-08-12, end=1991-08-16; raw DD-first parse: start=1991-08-12, end=1991-08-16."
UEI-IMD-FL-1991-0076,"Kolasib, Aizawl, Mamit, Champhai, Serchhip, Lunglei, Siaha, Lawngtlai",Mizoram,1991-04-30,1991-05-01,2.0,30-04-1991 00:00,01-05-1991 00:00,2,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1991-04-30, end=1991-05-01; raw DD-first parse: start=1991-04-30, end=1991-05-01."
UEI-IMD-FL-1992-0017,"Banas Kantha, Bharuch, Junagadh, Kachchh, Rajkot",Gujarat,1992-07-21,1992-08-01,12.0,21-07-1992 00:00,01-08-1992 00:00,12,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1992-07-21, end=1992-08-01; raw DD-first parse: start=1992-07-21, end=1992-08-01."
UEI-IMD-FL-1992-0035,"Chhatarpur, Panna",Madhya Pradesh,1992-09-12,1992-09-13,2.0,12-09-1992 00:00,13-09-1992 00:00,2,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1992-09-12, end=1992-09-13; raw DD-first parse: start=1992-09-12, end=1992-09-13."
UEI-IMD-FL-1992-0056,"Baleshwar, Bargarh, Cuttack, Ganjam, Kalahandi, Koraput, Kandhamal, Puri",Odisha,1992-08-17,1992-09-03,18.0,17-08-1992 00:00,03-09-1992 00:00,18,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1992-08-17, end=1992-09-03; raw DD-first parse: start=1992-08-17, end=1992-09-03."
UEI-IMD-FL-1993-0008,"Barpeta, Dhemaji, Dhubri, Golaghat, Jorhat, Karbi Anglong, Lakhimpur, Mancachar, Sivasagar",Assam,1993-08-10,1993-09-04,26.0,10-08-1993 00:00,04-09-1993 00:00,26,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1993-08-10, end=1993-09-04; raw DD-first parse: start=1993-08-10, end=1993-09-04."
UEI-IMD-FL-1993-0013,Surat,Gujarat,1993-06-12,1993-06-14,3.0,12-06-1993 00:00,14-06-1993 00:00,3,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1993-06-12, end=1993-06-14; raw DD-first parse: start=1993-06-12, end=1993-06-14."
UEI-IMD-FL-1993-0014,"Ahmedabad, Bharuch, Sabar Kantha, Vadodara",Gujarat,1993-07-08,1993-07-14,7.0,08-07-1993 00:00,14-07-1993 00:00,7,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1993-07-08, end=1993-07-14; raw DD-first parse: start=1993-07-08, end=1993-07-14."
UEI-IMD-FL-1993-0015,"Jhajjar, Gurugram, Faridabad, Mahendragarh, Rewari, Nuh, Palwal, Charki Dadri, Yamunanagar, Kurukshetra, Kaithal, Sirsa, Karnal, Jind, Fatehabad, Hisar, Panipat, Sonipat, Bhiwani, Rohtak, Panchkula, Ambala",Haryana,1993-07-08,1993-07-21,14.0,08-07-1993 00:00,21-07-1993 00:00,14,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1993-07-08, end=1993-07-21; raw DD-first parse: start=1993-07-08, end=1993-07-21."
UEI-IMD-FL-1993-0018,"Jammu, Srinagar",Jammu and Kashmir,1993-07-09,1993-07-14,6.0,09-07-1993 00:00,14-07-1993 00:00,6,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1993-07-09, end=1993-07-14; raw DD-first parse: start=1993-07-09, end=1993-07-14."
UEI-IMD-FL-1993-0021,"Belagavi, Ballari, Bijapur Surendranagar, Kalaburagi, Raichur",Karnataka,1993-10-11,1993-10-21,11.0,11-10-1993 00:00,21-10-1993 00:00,11,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1993-10-11, end=1993-10-21; raw DD-first parse: start=1993-10-11, end=1993-10-21."
UEI-IMD-FL-1993-0056,"Kolasib, Aizawl, Mamit, Champhai, Serchhip, Lunglei, Siaha, Lawngtlai",Mizoram,1993-06-07,1993-06-23,17.0,07-06-1993 00:00,23-06-1993 00:00,17,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1993-06-07, end=1993-06-23; raw DD-first parse: start=1993-06-07, end=1993-06-23."
UEI-IMD-FL-1993-0061,"Ajmer, Bhilwara, Churu, Ganganagar, Kota, Jaisalmer, Jodhpur",Rajasthan,1993-07-11,1993-07-22,12.0,11-07-1993 00:00,22-07-1993 00:00,12,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1993-07-11, end=1993-07-22; raw DD-first parse: start=1993-07-11, end=1993-07-22."
UEI-IMD-FL-1993-0090,"Kolkata, Hooghly, Paschim Purba Medinipur, Purba Purba Medinipur, Murshidabad, Nadia",West Bengal,1993-09-12,1993-09-16,5.0,12-09-1993 00:00,16-09-1993 00:00,5,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1993-09-12, end=1993-09-16; raw DD-first parse: start=1993-09-12, end=1993-09-16."
UEI-IMD-FL-1994-0013,Pashchimi West Singhbhum,Bihar,1994-07-08,1994-07-14,7.0,08-07-1994 00:00,14-07-1994 00:00,7,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1994-07-08, end=1994-07-14; raw DD-first parse: start=1994-07-08, end=1994-07-14."
UEI-IMD-FL-1994-0016,"Bharuch, Dangs, Junagadh, Surat, Vadodara, Valsad",Gujarat,1994-06-08,1994-06-21,14.0,08-06-1994 00:00,21-06-1994 00:00,14,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1994-06-08, end=1994-06-21; raw DD-first parse: start=1994-06-08, end=1994-06-21."
UEI-IMD-FL-1994-0017,"Amreli, Bharuch, Bhavnagar, Junagadh, Rajkot, Surat, Valsad",Gujarat,1994-07-08,1994-07-14,7.0,08-07-1994 00:00,14-07-1994 00:00,7,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1994-07-08, end=1994-07-14; raw DD-first parse: start=1994-07-08, end=1994-07-14."
UEI-IMD-FL-1994-0036,"Belagavi, Ballari, Bijapur, Chikkamagaluru, Surendranagar, Dharwad, Kalaburagi, Hassan, Kodagu, Kolar, Mandya, Mysuru",Karnataka,1994-07-08,1994-07-14,7.0,08-07-1994 00:00,14-07-1994 00:00,7,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1994-07-08, end=1994-07-14; raw DD-first parse: start=1994-07-08, end=1994-07-14."
UEI-IMD-FL-1994-0056,"Balaghat, Bastar, Durg, Narmadapuram, Jabalpur, Rajnandgaon",Madhya Pradesh,1994-07-12,1994-07-13,2.0,12-07-1994 00:00,13-07-1994 00:00,2,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1994-07-12, end=1994-07-13; raw DD-first parse: start=1994-07-12, end=1994-07-13."
UEI-IMD-FL-1994-0068,"Kolhapur, Sangli",Maharashtra,1994-07-08,1994-07-14,7.0,08-07-1994 00:00,14-07-1994 00:00,7,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1994-07-08, end=1994-07-14; raw DD-first parse: start=1994-07-08, end=1994-07-14."
UEI-IMD-FL-1994-0071,"Amravati, Bhandara, Chandrapur, Gadchiroli, Nagpur, Wardha, Yavatmal",Maharashtra,1994-07-11,1994-07-13,3.0,11-07-1994 00:00,13-07-1994 00:00,3,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1994-07-11, end=1994-07-13; raw DD-first parse: start=1994-07-11, end=1994-07-13."
UEI-IMD-FL-1994-0072,Nashik,Maharashtra,1994-07-11,1994-07-14,4.0,11-07-1994 00:00,14-07-1994 00:00,4,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1994-07-11, end=1994-07-14; raw DD-first parse: start=1994-07-11, end=1994-07-14."
UEI-IMD-FL-1994-0088,"Baleshwar, Bargarh, Cuttack, Kalahandi, Puri, Sambalpur, Sundargarh",Odisha,1994-07-08,1994-07-14,7.0,08-07-1994 00:00,14-07-1994 00:00,7,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1994-07-08, end=1994-07-14; raw DD-first parse: start=1994-07-08, end=1994-07-14."
UEI-IMD-FL-1994-0111,Varanasi,Uttar Pradesh,1994-09-12,1994-09-19,8.0,12-09-1994 00:00,19-09-1994 00:00,8,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1994-09-12, end=1994-09-19; raw DD-first parse: start=1994-09-12, end=1994-09-19."
UEI-IMD-FL-1995-0001,"Chittoor, East Godavari, Krishna, Guntur, Sri Potti Sriramulu Nellore, Prakasam, Srikakulam, Vizianagaram, West Godavari",Andhra Pradesh,1995-05-06,1995-05-14,9.0,06-05-1995 00:00,14-05-1995 00:00,9,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1995-05-06, end=1995-05-14; raw DD-first parse: start=1995-05-06, end=1995-05-14."
UEI-IMD-FL-1995-0015,"Purbi Champaran, Pashchim Champaran",Bihar,1995-07-08,1995-07-14,7.0,08-07-1995 00:00,14-07-1995 00:00,7,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1995-07-08, end=1995-07-14; raw DD-first parse: start=1995-07-08, end=1995-07-14."
UEI-IMD-FL-1995-0037,"Lahul And Spiti, Chamba, Kangra, Kullu, Mandi, Kinnaur, Una, Shimla, Solan, Sirmaur, Hamirpur, Bilaspur",Himachal Pradesh,1995-09-12,1995-09-14,3.0,12-09-1995 00:00,14-09-1995 00:00,3,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1995-09-12, end=1995-09-14; raw DD-first parse: start=1995-09-12, end=1995-09-14."
UEI-IMD-FL-1995-0038,"Kupwara, Bandipora, Baramulla, Ganderbal, Anantnag, Kishtwar, Srinagar, Budgam, Pulwama, Poonch, Shopian, Kulgam, Rajouri, Ramban, Reasi, Doda, Jammu, Kathua, Udhampur, Samba, Muzaffarabad, Mirpur",Jammu and Kashmir,1995-07-25,1995-08-02,9.0,25-07-1995 00:00,02-08-1995 00:00,9,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1995-07-25, end=1995-08-02; raw DD-first parse: start=1995-07-25, end=1995-08-02."
UEI-IMD-FL-1995-0096,"Faridkot, Gurdaspur, Kapurthala",Punjab,1995-09-12,1995-09-13,2.0,12-09-1995 00:00,13-09-1995 00:00,2,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1995-09-12, end=1995-09-13; raw DD-first parse: start=1995-09-12, end=1995-09-13."
UEI-IMD-FL-1995-0106,"Alwar, Bharatpur, Nagaur",Rajasthan,1995-08-09,1995-08-13,5.0,09-08-1995 00:00,13-08-1995 00:00,5,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1995-08-09, end=1995-08-13; raw DD-first parse: start=1995-08-09, end=1995-08-13."
UEI-IMD-FL-1995-0127,Purba Medinipur,West Bengal,1995-05-11,1995-05-13,3.0,11-05-1995 00:00,13-05-1995 00:00,3,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1995-05-11, end=1995-05-13; raw DD-first parse: start=1995-05-11, end=1995-05-13."
UEI-IMD-FL-1995-0146,Malda,West Bengal,1995-09-12,1995-09-13,2.0,12-09-1995 00:00,13-09-1995 00:00,2,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1995-09-12, end=1995-09-13; raw DD-first parse: start=1995-09-12, end=1995-09-13."
